type,sku,name,regular_price,categories,images,description,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,status,parent,length,width,height,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
variable,PARENT_2664,Wood Backgammon Set (Large),,Games,,,Size,Large,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Wood Backgammon Set (Large),80.0,Games,,Original dimensions (in): ,Size,Large,1,1,Sport,Games,1,1,1,PARENT_2664,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2665,Rosewood Finish Chess Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rosewood Finish Chess Set,38.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2665,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2666,Rosewood Finish Card & Dice Gift Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rosewood Finish Card & Dice Gift Set,31.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2666,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2667,Cribbage Game Gift Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Cribbage Game Gift Set,41.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2667,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2668,Double Twelves Dominos Gift Set with Rosewood Finish (includes 92 dominos),,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Double Twelves Dominos Gift Set with Rosewood Finish (includes 92 dominos),100.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2668,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2669,Light Brown Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Light Brown Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2669,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Light Brown Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2669,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2670,Dark Brown Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2670,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2671,Black/Gold Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2671,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2671,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2672,Rawhide Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2672,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2672,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2673,Gray Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2673,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2673,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2674,Black/Silver Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2674,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2674,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2675,Rustic/Gold Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rustic/Gold Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2675,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rustic/Gold Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2675,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2676,White Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,White Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2676,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,White Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2676,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2677,Purple Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Purple Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2677,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Purple Leatherette Dice Cup Set,17.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2677,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2678,Football Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Football Leatherette Dice Cup Set,18.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2678,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Football Leatherette Dice Cup Set,18.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2678,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2679,Basketball Leatherette Dice Cup Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette Dice Cup Set,18.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2679,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette Dice Cup Set,18.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2679,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2680,Light Brown Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Light Brown Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2680,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Light Brown Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2680,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2681,Dark Brown Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2681,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Dark Brown Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2681,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2682,Black/Gold Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2682,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Gold Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2682,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2683,Rawhide Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2683,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rawhide Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2683,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2684,Gray Leatherette Card & Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Gray Leatherette Card & Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2684,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2685,Pink Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2685,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Pink Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2685,,,,Color,Pink,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2686,Black/Silver Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2686,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Black/Silver Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2686,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2687,Rustic/Gold Card & Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rustic/Gold Card & Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2687,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2688,Blue/Silver Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Blue/Silver Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2688,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Blue/Silver Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2688,,,,Color,Blue,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2689,Teal Leatherette Card and Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Teal Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2689,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Teal Leatherette Card and Dice Set,23.25,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2689,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2690,Football Leatherette Card & Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Football Leatherette Card & Dice Set,24.5,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2690,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Football Leatherette Card & Dice Set,24.5,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2690,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2691,Basketball Leatherette Card & Dice Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette Card & Dice Set,24.5,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2691,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Basketball Leatherette Card & Dice Set,24.5,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2691,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2692,Wooden Mini Bag Toss Game with 8 Bags,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Wooden Mini Bag Toss Game with 8 Bags,116.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2692,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2693,Rosewood Finish Executive Golf Gift Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rosewood Finish Executive Golf Gift Set,198.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2693,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2694,Rosewood Finish Golf Ball Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Rosewood Finish Golf Ball Set,31.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2694,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2695,Mancala Gift Set,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Mancala Gift Set,41.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2695,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2696,"Rosewood Finish Poker Gift Set with 100 Chips, 2 Decks of Cards & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rosewood Finish Poker Gift Set with 100 Chips, 2 Decks of Cards & 5 Dice",70.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2696,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2697,"Rosewood Finish Poker Gift Set with 300 Chips, 2 Decks of Cards & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rosewood Finish Poker Gift Set with 300 Chips, 2 Decks of Cards & 5 Dice",118.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2697,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2698,"Black & Gold Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black & Gold Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",66.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2698,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2699,"Gray Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Gray Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",66.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2699,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2700,"Black/Silver Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Black/Silver Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",66.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2700,,,,Color,Black,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2701,"Rustic/Gold Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Rustic/Gold Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",66.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2701,,,,Color,Gold,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2702,"Football Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Football Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",70.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2702,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2703,"Basketball Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,"Basketball Leatherette Poker Set with 100 Chips, 2 Decks of Card & 5 Dice",70.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2703,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2704,Full Color Wooden Mini Bag Toss Game with 8 Bags,,Games,,,Size,,1,1,Sport,Games,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Full Color Wooden Mini Bag Toss Game with 8 Bags,216.0,Games,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Games,1,1,1,PARENT_2704,,,,Color,,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2705,Round Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,Round,1,1,Material,,1,1,Features,,1,1
variation,,Round Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2705,,,,Color,Clear,1,1,Shape,Round,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2706,Oval Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variation,,Oval Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2706,,,,Color,Clear,1,1,Shape,Oval,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2707,Octagon Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variation,,Octagon Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2707,,,,Color,Clear,1,1,Shape,Octagon,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2708,Heart Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Heart Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2708,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2709,Bell Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Bell Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2709,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2710,Star Clear Glass Ornament with Silver String,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variation,,Star Clear Glass Ornament with Silver String,12.0,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2710,,,,Color,Clear,1,1,Shape,,1,1,Material,,1,1,Features,,1,1
variable,PARENT_2711,Crystal Heart Ornament (Extra Small),,Ornaments,,,Size,Small,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Heart Ornament (Extra Small),22.5,Ornaments,,Original dimensions (in): ,Size,Small,1,1,Sport,Ornaments,1,1,1,PARENT_2711,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_2712,Crystal Bell Ornament,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Bell Ornament,22.5,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2712,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_2713,Crystal Tree Ornament (Extra Small),,Ornaments,,,Size,Small,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Tree Ornament (Extra Small),20.5,Ornaments,,Original dimensions (in): ,Size,Small,1,1,Sport,Ornaments,1,1,1,PARENT_2713,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_2714,Crystal Star Ornament (Extra Small),,Ornaments,,,Size,Small,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Star Ornament (Extra Small),23.25,Ornaments,,Original dimensions (in): ,Size,Small,1,1,Sport,Ornaments,1,1,1,PARENT_2714,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_2715,Crystal Teardrop Ornament,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Teardrop Ornament,20.5,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2715,,,,Color,,1,1,Shape,,1,1,Material,Crystal,1,1,Features,,1,1
variable,PARENT_2716,Crystal Faceted Oval Ornament,,Ornaments,,,Size,,1,1,Sport,Ornaments,1,1,1,,,,,Color,,1,1,Shape,Oval,1,1,Material,Crystal,1,1,Features,,1,1
variation,,Crystal Faceted Oval Ornament,22.75,Ornaments,,Original dimensions (in): ,Size,Unknown,1,1,Sport,Ornaments,1,1,1,PARENT_2716,,,,Color,,1,1,Shape,Oval,1,1,Material,Crystal,1,1,Features,,1,1
